cell_type,cell_type_nt,cell_type_confidence,known_nt,known_nt_source,ito_lee_hemilineage,hartenstein_hemilineage,morphology_group,flow,cell_class,cell_sub_class,acetylcholine_fafb_n,acetylcholine_cell_type_fafb_confidence_sum,glutamate_fafb_n,glutamate_cell_type_fafb_confidence_sum,serotonin_fafb_n,dopamine_fafb_n,serotonin_cell_type_fafb_confidence_sum,dopamine_cell_type_fafb_confidence_sum,gaba_fafb_n,gaba_cell_type_fafb_confidence_sum,octopamine_fafb_n,octopamine_cell_type_fafb_confidence_sum,hemibrain_type,hemibrain_type_nt,hemibrain_type_confidence,acetylcholine_hemibrain_n,acetylcholine_cell_type_hemibrain_confidence_sum,glutamate_hemibrain_n,glutamate_cell_type_hemibrain_confidence_sum,dopamine_hemibrain_n,dopamine_cell_type_hemibrain_confidence_sum,serotonin_hemibrain_n,serotonin_cell_type_hemibrain_confidence_sum,gaba_hemibrain_n,gaba_cell_type_hemibrain_confidence_sum,octopamine_hemibrain_n,octopamine_cell_type_hemibrain_confidence_sum
CL068,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.367,NA,NA,CL068,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.745,NA,NA
CL140,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.4409999999999998,NA,NA,CL140,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.721,NA,NA
CL246,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.321,NA,NA,CL246,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.724,NA,NA
CL248,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.558,NA,NA,CL248,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.67,NA,NA
CL287,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.42,NA,NA,CL287,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.74,NA,NA
CL288,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.588,NA,NA,CL288,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.712,NA,NA
CL314,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.21,NA,NA,CL314,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.734,NA,NA
CL316,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.1669999999999998,NA,NA,CL316,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.638,NA,NA
CL318,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.208,NA,NA,CL318,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.567,NA,NA
CRE012,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.476,NA,NA,CRE012,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.586,NA,NA
CRE013,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.167,NA,NA,CRE013,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.685,NA,NA
CRE021,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.537,NA,NA,CRE021,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.6595,NA,NA
CRE040,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.525,NA,NA,CRE040,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.6234999999999999,NA,NA
CRE041,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.316,NA,NA,CRE041,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.634,NA,NA
CRE042,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.131,NA,NA,CRE042,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.594,NA,NA
CRE100,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.119,NA,NA,CRE100,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.4985,NA,NA
DCH,gaba,0.96,gaba,"Boergens et al., 2018",putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.4260000000000002,NA,NA,DCH,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.423,NA,NA
DNge031,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge046,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge051,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge052,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge054,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge065,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge067,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge084,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge098,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2229999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge128,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge146,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge163,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge169,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge183,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge191,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge230,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge233,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNge234,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.9279999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNpe082,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.454,NA,NA,PS163,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.574,NA,NA
DNpe087,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.162,NA,NA,CL247,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5660000000000001,NA,NA
DNpe092,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,efferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IB009,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.339,NA,NA,IB009,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5754999999999999,NA,NA
IB010,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.153,NA,NA,IB010,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5205,NA,NA
IB012,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.387,NA,NA,IB012,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.698,NA,NA
IB060,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.528,NA,NA,IB060,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.601,NA,NA
IB114,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.48,NA,NA,IB114,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.609,NA,NA
IB116,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.233,NA,NA,IB116,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.632,NA,NA
LAL040,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.31,NA,NA,LAL040,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.581,NA,NA
LAL045,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2850000000000001,NA,NA,LAL045,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.509,NA,NA
LAL047,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.53,NA,NA,LAL047,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.737,NA,NA
LAL099,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5150000000000001,NA,NA,LAL099,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.493,NA,NA
LAL100,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.288,NA,NA,LAL100,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.6625000000000001,NA,NA
LAL101,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.101,NA,NA,LAL101,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.518,NA,NA
LAL102,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.326,NA,NA,LAL102,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.55,NA,NA
"LAL111,PS060",gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.867,NA,NA,LAL111|PS060,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.72,NA,NA
LAL112,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.641,NA,NA,LAL112,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5895,NA,NA
LAL113,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.48,NA,NA,LAL113,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5145,NA,NA
LAL138,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.712,NA,NA,LAL138,gaba,0.445,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3695,NA,NA
LHAD1g1,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.134,NA,NA,LHAD1g1,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.713,NA,NA
LHAV2n1,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.6,NA,NA,LHAV2n1,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.709,NA,NA
LHAV4a2,gaba,0.96,gaba,"Dolan et al., 2019",putative_primary,putative_primary,NA,intrinsic,LHLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5860000000000003,NA,NA,LHAV4a2,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.711,NA,NA
LHAV4l1,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.225,NA,NA,LHAV4l1,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.727,NA,NA
LHCENT10,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,LHCENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.686,NA,NA,LHCENT10,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.7284999999999999,NA,NA
LHPV10c1,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.241,NA,NA,LHPV10c1,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.607,NA,NA
LHPV1d1,gaba,0.96,gaba,"Dolan et al., 2019",putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.459,NA,NA,LHPV1d1,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.74,NA,NA
LPT22,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPT45_dCal1,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,bilateral,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LT11,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.156,NA,NA,LT11,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.736,NA,NA
LT34,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.391,NA,NA,LT34,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.758,NA,NA
LT36,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5699999999999998,NA,NA,LT36,gaba,0.445,NA,NA,NA,NA,NA,NA,NA,NA,1,0.382,NA,NA
LT37,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.52,NA,NA,LT37,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.758,NA,NA
LT39,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.238,NA,NA,LT39,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.734,NA,NA
LT42,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2970000000000002,NA,NA,LT42,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.732,NA,NA
LTe27,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBON11,gaba,0.96,"gaba, sparkly",Aso et al. 2014,putative_primary,putative_primary,NA,intrinsic,MBON,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.189,NA,NA,MBON11,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.6054999999999999,NA,NA
MBON20,gaba,0.96,gaba,"Aso et al., 2014",putative_primary,putative_primary,NA,intrinsic,MBON,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.447,NA,NA,MBON20,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.736,NA,NA
MBON31,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,MBON,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.138,NA,NA,MBON31,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5305,NA,NA
MBON32,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,MBON,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.445,NA,NA,MBON32,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5115000000000001,NA,NA
MZ_lv2PN,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,ALPN,multiglomerular,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2730000000000001,NA,NA,MZ_lv2PN,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.678,NA,NA
M_lv2PN9t49a,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,ALPN,multiglomerular,NA,NA,NA,NA,NA,NA,NA,NA,2,1.443,NA,NA,M_lv2PN9t49,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.763,NA,NA
M_lv2PN9t49b,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,ALPN,multiglomerular,NA,NA,NA,NA,NA,NA,NA,NA,2,1.522,NA,NA,M_lv2PN9t49,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.763,NA,NA
M_smPN6t2,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,ALPN,multiglomerular,NA,NA,NA,NA,NA,NA,NA,NA,2,1.566,NA,NA,M_smPN6t2,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.767,NA,NA
M_smPNm1,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,ALPN,multiglomerular,NA,NA,NA,NA,NA,NA,NA,NA,2,1.333,NA,NA,M_smPNm1,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.611,NA,NA
Nod2,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2149999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP001,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.3479999999999999,NA,NA,PLP001,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.691,NA,NA
PLP016,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.119,NA,NA,PLP016,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.785,NA,NA
PLP051,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.248,NA,NA,PLP051,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLP075,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2810000000000001,NA,NA,PLP075,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.671,NA,NA
PLP129,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.308,NA,NA,PLP129,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.629,NA,NA
PLP131,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.398,NA,NA,PLP131,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.656,NA,NA
PLP141,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.3450000000000002,NA,NA,PLP141,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.689,NA,NA
PLP142,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.843,NA,NA,PLP142,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,2,0.7264999999999999,NA,NA
PLP144,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.3679999999999999,NA,NA,PLP144,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.685,NA,NA
PLP213,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.1749999999999998,NA,NA,PLP213,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.573,NA,NA
PLP216,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.27,NA,NA,PLP216,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.57,NA,NA
PLP249,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.309,NA,NA,PLP249,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.761,NA,NA
PS001,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.229,NA,NA,PS001,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.574,NA,NA
PS046,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.216,NA,NA,PS046,glutamate,0.72,NA,NA,1,0.334,NA,NA,NA,NA,NA,NA,NA,NA
PS049,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.335,NA,NA,PS049,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.47,NA,NA
PS051,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.088,NA,NA,PS051,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.483,NA,NA
PS063,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.1800000000000002,NA,NA,PS063,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS065,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.354,NA,NA,PS065,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.676,NA,NA
PS088,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.472,NA,NA,PS088,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.663,NA,NA
PS089,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.129,NA,NA,PS089,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.487,NA,NA
